Agency,Mode,Month,Riders
Snohomish County Public Transportation Benefit Area Corporation,Commuter Bus,6/1/2019,150118
Snohomish County Public Transportation Benefit Area Corporation,Commuter Bus,7/1/2019,164403
Snohomish County Public Transportation Benefit Area Corporation,Commuter Bus,8/1/2019,163794
Snohomish County Public Transportation Benefit Area Corporation,Commuter Bus,9/1/2019,153265
Snohomish County Public Transportation Benefit Area Corporation,Commuter Bus,10/1/2019,179065
Snohomish County Public Transportation Benefit Area Corporation,Commuter Bus,11/1/2019,143916
Snohomish County Public Transportation Benefit Area Corporation,Commuter Bus,12/1/2019,137699
Snohomish County Public Transportation Benefit Area Corporation,Commuter Bus,1/1/2020,152648
Snohomish County Public Transportation Benefit Area Corporation,Commuter Bus,2/1/2020,148479
Snohomish County Public Transportation Benefit Area Corporation,Commuter Bus,3/1/2020,59636
Snohomish County Public Transportation Benefit Area Corporation,Commuter Bus,4/1/2020,12144
Snohomish County Public Transportation Benefit Area Corporation,Commuter Bus,5/1/2020,12878
Snohomish County Public Transportation Benefit Area Corporation,Commuter Bus,6/1/2020,14491
Snohomish County Public Transportation Benefit Area Corporation,Commuter Bus,7/1/2020,16223
Snohomish County Public Transportation Benefit Area Corporation,Commuter Bus,8/1/2020,15234
Snohomish County Public Transportation Benefit Area Corporation,Commuter Bus,9/1/2020,16090
Snohomish County Public Transportation Benefit Area Corporation,Commuter Bus,10/1/2020,17948
Snohomish County Public Transportation Benefit Area Corporation,Commuter Bus,11/1/2020,15536
Snohomish County Public Transportation Benefit Area Corporation,Commuter Bus,12/1/2020,17204
Snohomish County Public Transportation Benefit Area Corporation,Commuter Bus,1/1/2021,16608
Snohomish County Public Transportation Benefit Area Corporation,Commuter Bus,2/1/2021,17040
Snohomish County Public Transportation Benefit Area Corporation,Commuter Bus,3/1/2021,21908
Snohomish County Public Transportation Benefit Area Corporation,Commuter Bus,4/1/2021,20970
Snohomish County Public Transportation Benefit Area Corporation,Commuter Bus,5/1/2021,20881
Snohomish County Public Transportation Benefit Area Corporation,Commuter Bus,6/1/2021,24368
Snohomish County Public Transportation Benefit Area Corporation,Commuter Bus,7/1/2021,28142
Snohomish County Public Transportation Benefit Area Corporation,Commuter Bus,8/1/2021,30475
Snohomish County Public Transportation Benefit Area Corporation,Commuter Bus,9/1/2021,31028
Snohomish County Public Transportation Benefit Area Corporation,Commuter Bus,10/1/2021,36996
Snohomish County Public Transportation Benefit Area Corporation,Commuter Bus,11/1/2021,35372
Snohomish County Public Transportation Benefit Area Corporation,Commuter Bus,12/1/2021,30384
Snohomish County Public Transportation Benefit Area Corporation,Commuter Bus,1/1/2022,27446
Snohomish County Public Transportation Benefit Area Corporation,Commuter Bus,2/1/2022,28129
Snohomish County Public Transportation Benefit Area Corporation,Commuter Bus,3/1/2022,39070
Snohomish County Public Transportation Benefit Area Corporation,Commuter Bus,4/1/2022,37071
Snohomish County Public Transportation Benefit Area Corporation,Commuter Bus,5/1/2022,39949
Snohomish County Public Transportation Benefit Area Corporation,Commuter Bus,6/1/2022,43259
Snohomish County Public Transportation Benefit Area Corporation,Commuter Bus,7/1/2022,39486
Snohomish County Public Transportation Benefit Area Corporation,Commuter Bus,8/1/2022,46891
Snohomish County Public Transportation Benefit Area Corporation,Commuter Bus,9/1/2022,44803
Snohomish County Public Transportation Benefit Area Corporation,Commuter Bus,10/1/2022,45483
Snohomish County Public Transportation Benefit Area Corporation,Commuter Bus,11/1/2022,41129
Snohomish County Public Transportation Benefit Area Corporation,Commuter Bus,12/1/2022,34625
Snohomish County Public Transportation Benefit Area Corporation,Commuter Bus,1/1/2023,39466
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,1/1/2012,13770
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,2/1/2012,16383
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,3/1/2012,17504
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,4/1/2012,16480
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,5/1/2012,17295
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,6/1/2012,16279
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,7/1/2012,15839
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,8/1/2012,17553
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,9/1/2012,15508
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,10/1/2012,18248
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,11/1/2012,15641
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,12/1/2012,14365
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,1/1/2013,16317
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,2/1/2013,15203
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,3/1/2013,16066
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,4/1/2013,16389
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,5/1/2013,16183
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,6/1/2013,15120
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,7/1/2013,15727
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,8/1/2013,16157
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,9/1/2013,14877
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,10/1/2013,17073
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,11/1/2013,14730
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,12/1/2013,14380
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,1/1/2014,16055
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,2/1/2014,14817
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,3/1/2014,16226
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,4/1/2014,17066
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,5/1/2014,16441
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,6/1/2014,16047
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,7/1/2014,16236
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,8/1/2014,15700
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,9/1/2014,16181
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,10/1/2014,17845
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,11/1/2014,14554
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,12/1/2014,15465
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,1/1/2015,15743
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,2/1/2015,15175
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,3/1/2015,16427
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,4/1/2015,16141
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,5/1/2015,15117
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,6/1/2015,16754
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,7/1/2015,16269
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,8/1/2015,15359
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,9/1/2015,15992
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,10/1/2015,17154
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,11/1/2015,14436
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,12/1/2015,15799
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,1/1/2016,14940
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,2/1/2016,15570
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,3/1/2016,17311
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,4/1/2016,16650
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,5/1/2016,16520
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,6/1/2016,16571
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,7/1/2016,15927
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,8/1/2016,17043
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,9/1/2016,16278
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,10/1/2016,16614
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,11/1/2016,15787
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,12/1/2016,14964
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,1/1/2017,15589
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,2/1/2017,14101
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,3/1/2017,17354
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,4/1/2017,15820
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,5/1/2017,17260
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,6/1/2017,16406
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,7/1/2017,15649
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,8/1/2017,17208
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,9/1/2017,16146
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,10/1/2017,17738
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,11/1/2017,16093
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,12/1/2017,15107
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,1/1/2018,16569
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,2/1/2018,15153
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,3/1/2018,17257
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,4/1/2018,16349
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,5/1/2018,17944
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,6/1/2018,16694
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,7/1/2018,16591
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,8/1/2018,17285
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,9/1/2018,16152
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,10/1/2018,18438
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,11/1/2018,16379
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,12/1/2018,15199
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,1/1/2019,16465
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,2/1/2019,10710
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,3/1/2019,16219
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,4/1/2019,17021
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,5/1/2019,17277
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,6/1/2019,15466
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,7/1/2019,16702
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,8/1/2019,16678
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,9/1/2019,15798
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,10/1/2019,17908
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,11/1/2019,15574
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,12/1/2019,14819
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,1/1/2020,14314
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,2/1/2020,14566
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,3/1/2020,5746
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,4/1/2020,1904
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,5/1/2020,2603
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,6/1/2020,3695
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,7/1/2020,4137
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,8/1/2020,4167
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,9/1/2020,4549
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,10/1/2020,4939
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,11/1/2020,4419
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,12/1/2020,4348
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,1/1/2021,4539
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,2/1/2021,4504
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,3/1/2021,5806
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,4/1/2021,6263
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,5/1/2021,6519
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,6/1/2021,7068
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,7/1/2021,8008
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,8/1/2021,8358
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,9/1/2021,8316
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,10/1/2021,8929
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,11/1/2021,8618
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,12/1/2021,8131
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,1/1/2022,7965
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,2/1/2022,8397
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,3/1/2022,10032
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,4/1/2022,9537
Snohomish County Public Transportation Benefit Area Corporation,Demand Response,5/1/2022,9202
